aid,amount,title,year,startdate,enddate,dir,div
1614965,949999,Function and diversification of ESCRT proteins in plant endosomal sorting,2016,0,0,BS,MCB
1614973,38431,PRAC: Understanding the development and evolution of violent tornadoes in supercell thunderstorms,2016,0,0,CISE,AC
1614976,1199127,Geotechnology Experiences for Students and Teachers,2017,0,0,EHR,ROL
1614978,107190,Collaborative Research: The Role of Spatial Interactions in Determining the Distribution of Savanna and Forest,2016,0,0,MPS,MS
1614983,72138,High-precision Optical Long-baseline Interferometry and Physics of Active Massive Stars,2016,0,0,MPS,AS
1614989,50000,I-Corps:  In situ nanofiller formation during polymer processing,2016,0,0,ENG,IIP
1614990,645000,Studies of translation initiation in bacteria,2016,0,0,BS,MCB
1615001,171469,Collaborative Research: CDS&E: Renaissance Simulations Laboratory to Model and Explore the First Galaxies in the Universe,2016,0,0,MPS,AS
1615003,28669,Collaborative Research: Flood volcanism and environmental impacts -- A multidisciplinary investigation of the Deccan Traps and events at the Cretaceous-Paleogene boundary,2016,0,0,GEO,ES
1615004,441255,Collaborative Research: A Multi-Frequency Campaign to Probe Neptune's Dynamics and Deep Atmospheric Structure,2016,0,0,MPS,AS
1615006,31658,High Energy Physics on Blue Waters,2016,0,0,CISE,AC
1615014,449936,SHF: Small: SlackTrack: Efficiently Exploiting Circuit Slack in Multi-Cycle Datapaths,2016,0,0,CISE,CCF
1615019,834654,Connected STEM - Promoting STEM Education through Connected Devices and Building Automation,2016,0,0,EHR,ROL
1615021,140956,Collaborative Research: Flood volcanism and environmental impacts--multidisciplinary investigation of the Deccan Traps and events at the Cretaceous-Paleogene boundary,2016,0,0,GEO,ES
1615032,800000,Amino acid networks in enzyme catalysis,2016,0,0,BS,MCB
1615035,246883,III: Small: Collaborative Research: Structured Methods for Multi-Task Learning,2016,0,0,CISE,IIS
1615037,98600,RUI: Strongly Nonlinear Dynamics of Lattice Networks: From Analysis to Application,2016,0,0,MPS,MS
1615045,112582,Mathematics of Noise and Disorder in Classical and Quantum Systems,2016,0,0,MPS,MS
1615050,110000,Collaborative Research: Unifying Mathematical and Statistical Approaches for Modeling Animal Movement and Resource Selection,2016,0,0,MPS,MS
1615056,223718,Geometric Topology and Manifolds,2016,0,0,MPS,MS
1615063,50000,"I-Corps: Improving care, decreasing cost, and preserving antibiotics through rapid diagnostics",2016,0,0,ENG,IIP
1615067,61000,RUI: Studies of Parton Distributions using Kaons at Jefferson Lab,2016,0,0,MPS,PHYS
1615076,450000,Collaborative Research: Dynamics of RNA dependent RNA polymerases,2016,0,0,BS,MCB
1615084,342679,Signatures of Shocks and Particle Acceleration from Novae in our Galaxy,2016,0,0,MPS,AS
1615089,210159,Collaborative Research: Masses and architectures of (potentially habitable) exoplanet systems,2016,0,0,MPS,AS
1615092,88046,Nuclear Structure and Reactions from Lattice Effective Field Theory,2016,0,0,MPS,PHYS
1615100,62983,"Collaborative Research: A Comprehensive Theoretical Study of Cosmic Magnetic Fields, their Origin, Evolution, and Signatures",2016,0,0,MPS,AS
1615102,428214,CSR: Small: Co-Designing Distributed Coordination Systems and the Datacenter Network,2016,0,0,CISE,CNS
1615105,378709,"Collaborative Research: Dust, Gas, and Star Formation: Synthesizing 20 Years of Radio, Millimeter, and Infrared Surveys",2016,0,0,MPS,AS
1615109,40163,Collaborative Research: The Origin and Role of Dense Molecular Gas in Star-Forming Galaxies,2016,0,0,MPS,AS
1615114,29232,Petaflops simulation and design of nanoscale materials and devices,2016,0,0,CISE,AC
1615119,57206,Geodetic Characterization of the Easternmost Alaska Subduction Zone,2016,0,0,GEO,ES
1615124,335000,Hilbert transform with incomplete data and applications in Tomography and Optics,2016,0,0,MPS,MS
1615126,349841,"Biological Invasions, Range Pinning, and Adaptive Evolution of Quantitative Traits",2016,0,0,MPS,MS
1615138,943152,Septin assembly and membrane organization,2016,0,0,BS,MCB
1615143,285558,"Strengthening the STEM Pipeline for Elementary School African Americans, Hispanics, and Girls by Scaling Up Summer Engineering Experiences",2016,0,0,EHR,ROL
1615146,264598,Probing the Weak and Strong Nature of the Nucleon,2016,0,0,MPS,PHYS
1615147,66767,Collaborative Research: Flood volcanism and environmental impacts -- A multidisciplinary investigation of the Deccan Traps and events at the Cretaceous-Paleogene boundary,2016,0,0,GEO,ES
1615153,240000,Beta Decay Measurements with Cold Neutron Beams and Ultracold Neutrons,2016,0,0,MPS,PHYS
1615154,49341,RAPID: Patterns of Fluvial Sedimentation and Geomorphic Change Following an Extreme Flood Event,2016,0,0,SBES,BCS
1615158,1199965,Nano-satellites and East Bay Rocket Scientists (NEARS),2016,0,0,EHR,ROL
1615192,489384,Protein-Protein Interactions of Protein Kinase C During Polarized Growth in Filamentous Fungi,2016,0,0,BS,MCB
1615193,989533,Exploring a Community-based Approach for Engaging Students and Teachers in Effective STEM Education,2016,0,0,EHR,ROL
1615197,168000,Underground Study of Stellar Neutron Sources for Trans-Fe Element Production in Stars,2016,0,0,MPS,PHYS
1615203,259162,Collaborative Research: Flood volcanism and environmental impacts -- A multidisciplinary investigation of the Deccan Traps and events at the Cretaceous-Paleogene boundary,2016,0,0,GEO,ES
1615206,20087,Modeling Physical Processes in the Solar Wind and Local Interstellar Medium with a Multi-Scale Fluid-Kinetic Simulation Suite,2016,0,0,CISE,OAC
1615207,457755,Collaborative Research: Group-Based Cloud Computing for STEM Education Project,2016,0,0,EHR,ROL
1615209,1196261,Chief Science Officers: A Strategy for Student Awareness and Industry Engagement,2016,0,0,EHR,ROL
1615220,443158,A Systematic Data Driven Characterization of the Atmospheres of Brown Dwarfs: At the Boundary Between Stars and Planets,2016,0,0,MPS,AS
1615229,65574,Information and Stochastic Differential Equations in Financial Markets,2016,0,0,MPS,MS
1615233,90000,Investigation of the Low-Lying Nuclear Isomeric Transition in the A = 229 Isotope of Thorium,2016,0,0,MPS,PHYS
1615239,285625,Behavior and regularity properties of solutions of fluid equations,2016,0,0,MPS,MS
1615247,1199883,Designing Tactile Picture Books: Critical Making in Libraries to Broaden Participation in STEM Education and Careers,2016,0,0,EHR,ROL
1615252,150000,Collaborative Research: Development of a platform enabling analysis of membrane protein interactions,2016,0,0,BS,MCB
1615253,246500,Collaborative Research: Using GPS to Unravel the Long-Term Kinematics and Dynamics of the American Southwest from an Ever-Changing Deformation Field,2016,0,0,GEO,ES
1615255,1199971,Inspiring Commitment for STEM Career Paths through Extended Women's Hackathons,2016,0,0,EHR,ROL
1615266,182700,RUI: Multidimensional Conservation Laws,2016,0,0,MPS,MS
1615272,76429,Collaborative Research: Tracing the Evolution of Planetary Systems,2016,0,0,MPS,AS
1615275,378087,Collaborative Research: Controls on along-strike variations in locked and creeping megathrust behavior at the Hikurangi convergent margin,2016,0,0,GEO,ES
1615277,107133,Collaborative Research: The Origin and Role of Dense Molecular Gas in Star-Forming Galaxies,2016,0,0,MPS,AS
1615281,5496,GPU-enabled General Relativistic Simulations of Jetted Tidal Disruptions of Stars by Supermassive Black Holes,2016,0,0,CISE,AC
1615287,230246,Collaborative Research: Identifying and modeling the advantages of regulating protein abundance in Caulobacter crescentus,2016,0,0,BS,MCB
1615288,174938,"RUI: Development of Sparsity-inducing Dual Frames and Algorithms with Applications, II",2016,0,0,MPS,MS
1615296,138300,RUI/AAG - Studying Metals in Quasars From the Sloan Digital sky Survey: Observing Changes in Galaxy Properties Over Time via Absorption Spectra,2016,0,0,MPS,AS
1615306,235407,Testing the Cold Dark Matter Model by Constraining Dark Matter Substructure in Gravitational Lens Galaxies,2016,0,0,MPS,AS
1615309,225000,SBIR Phase I: A scale-out data transfer solution for data-intensive enterprises,2016,0,0,ENG,IIP
1615311,255233,RUI: Dynamic Ultra-Compact Ionized Gas regions in the Star-Forming Region W49A: Continuing the Search for Flickering Sources,2016,0,0,MPS,AS
1615313,247627,"RUI: A Systematic, Computational Study of the Effect of Macromolecular Crowding on Electrostatic Interactions, Biomolecular Recognition, and Molecular Design",2016,0,0,BS,MCB
1615315,347497,Collaborative Research: Masses and architectures of (potentially habitable) exoplanet systems,2016,0,0,MPS,AS
1615318,184601,RUI: reprogramming cellular processes in proteasome-inhibited plants,2016,0,0,BS,MCB
1615335,230001,Mechanisms of RNA-DNA recombination,2016,0,0,BS,MCB
1615338,529237,Bilateral BBSRC-NSF/BIO: Excitocell: A rewired eukaryotic cell model for the analysis and design of cellular morphogenesis,2016,0,0,BS,MCB
1615342,48752,Radio telescope computer software for detecting exotic astronomical sources that change with time,2016,0,0,MPS,AS
1615343,145452,Time Resolved Studies of Outflows from Massive Stars using the Observatory of the Southeastern Association for Research in Astronomy,2016,0,0,MPS,AS
1615350,723151,Quantification of prolyl cis-trans molecular switch as a timing device in auxin-regulated lateral root development in rice,2016,0,0,BS,MCB
1615356,148856,Scholarship Support for the 2016 Richard Tapia Celebration of Diversity in Computing Conference,2016,0,0,CISE,CNS
1615365,451149,Collaborative Research: Bilateral BBSRC-NSF/BIO: Synthetic Biology for Lignin Utilization,2016,0,0,BS,MCB
1615367,600000,Evolving contributions of the origin recognition complex (ORC) to subtelomeric chromatin,2016,0,0,BS,MCB
1615373,392034,Refining the Purine/Histidine/Thiamine Biosynthetic pathways in Salmonella enterica as a model network,2016,0,0,BS,MCB
1615375,308564,Collaborative Research: Magnetic Filaments at the Center of our Milky Way Galaxy,2016,0,0,MPS,AS
1615381,10000,2016 Plasma Processing Science: Plasmas with Complex Interactions: Exploiting the Non-Equilibrium.,2016,0,0,MPS,PHYS
1615387,493560,Role of RHAMNOSE BIOSYNTHESIS 1 in cell growth and patterning,2016,0,0,BS,MCB
1615393,492915,Exploring the Diversity of Plant RNA Editosomes,2016,0,0,BS,MCB
1615407,100000,CCF-BSF: AF: Small: Collaborative Research: Algorithmic Techniques for Inferring Transmission Networks from Noisy Sequencing Data,2016,0,0,CISE,CCF
1615408,293913,The First Census of Accreting Proto-Planets inside the Gaps of Transitional Dust Disks,2016,0,0,MPS,AS
1615411,258000,CSR: Small: Collaborative Research: Scalable Fine-Grained Cloud Monitoring for Empowering IoT,2016,0,0,CISE,CNS
1615415,900000,Allosteric control of loop motions,2016,0,0,BS,MCB
1615418,89695,"Stability, Instability and Geometry in Applied Spectral Problems.",2016,0,0,MPS,MS
1615420,100000,RUI: Experimtental Study of the Thermal State of Weakly-Coupled Dusty Plasmas and Nonlinear Properties of the Dust Acoustic Wave,2016,0,0,MPS,PHYS
1615426,705280,Collaborative Research: Integrating the geological and genomic records: time-calibrating Earth's dynamic biogeochemical history,2016,0,0,GEO,ES
1615431,293291,Collaborative Research: Controls on along-strike variations in locked and creeping megathrust behavior at the Hikurangi convergent margin48,2016,0,0,GEO,ES
1615441,148372,Collaborative Proposal: Comets and the History of Volatile Matter During Planetary System Formation,2016,0,0,MPS,AS
1615444,149818,Verified Computation and Proof,2016,0,0,MPS,MS
1615448,28104,Collaborative Research: A Multi-Frequency Campaign to Probe Neptune's Dynamics and Deep Atmospheric Structure,2016,0,0,MPS,AS
1615455,337602,Unusual White Dwarf Supernovae,2016,0,0,MPS,AS
1615456,172487,Periodic Phenomena and the Evolution of Cataclysmic Variable Binary Stars,2016,0,0,MPS,AS
1615457,285166,Singular Problems in Continuum Mechanics,2016,0,0,MPS,MS
1615475,450000,SHF: Small: Cross-Platform Solutions for Pruning and Accelerating Neural Network Models,2016,0,0,CISE,CCF
1615480,129960,Nonlinear Dispersive Water Waves in Multiscale Interaction Problems,2016,0,0,MPS,MS
1615482,212253,RUI: Substrate Reporters and Microelectrophoretic Tools for Lysate and Single-Cell Studies of PKB Activity in Dictyostelium discoideum,2016,0,0,BS,MCB
1615483,367114,A Systematic Search for Stars in Almost-Dark Galaxies,2016,0,0,MPS,AS
1615487,616100,Designing and analyzing multi-generational switching in gene circuits for single cell biology,2016,0,0,BS,MCB
1615489,500000,CIF: Small: Low-Dimensional Structure Learning for Tensor Data with Applications to Neuroimaging,2016,0,0,CISE,CCF
1615524,209999,OP: Collaborative research: Nonlinear theory of slow light,2016,0,0,MPS,MS
1615526,384134,Collaborative Research: Galaxy Growth in Different Environments in the Early Universe from z=1.9 to 3.5,2016,0,0,MPS,AS
1615531,250000,Collaborative Research: The Role of Spatial Interactions in Determining the Distribution of Savanna and Forest,2016,0,0,MPS,MS
1615538,189618,Reengineering flatworm regeneration: didactic and informatic resources for teaching and discovery,2016,0,0,BS,MCB
1615550,360000,The role of Sen1 in transcription coupled DNA repair (TCR),2016,0,0,BS,MCB
1615553,336125,High-Redshift Black Hole Mass Measurements with Multi-Object Reverberation Mapping,2016,0,0,MPS,AS
1615555,317205,Accurate cosmology from the Dark Energy Survey,2016,0,0,MPS,AS
1615556,963813,Operations and Maintenance of the National Ice Core Laboratory,2016,0,0,GEO,PP
1615557,226318,Collaborative Research: Bilateral BBSRC-NSF/BIO: Regulation of plant stomatal aperture by SAUR (Small Auxin Up RNA) proteins,2016,0,0,BS,MCB
1615560,1600000,CNH-L: Multi-Scale Coupled Natural-Human System Dynamics of Nitrogen in Residential Landscapes,2016,0,0,GEO,ICER
1615562,695799,"A platform for targeted, post-translational control of protein levels in mammalian cells",2016,0,0,BS,MCB
1615563,350896,SHF: Small: Automatically Localizing Functional Faults In Deployed Software Applications,2016,0,0,CISE,CCF
1615570,881335,Engineering of cold denaturing proteins,2016,0,0,BS,MCB
1615573,203626,Collaborative Research: Integrating the geological and genomic records: time-calibrating Earth's dynamic biogeochemical history,2016,0,0,GEO,ES
1615575,293842,Spatially Resolved Nucleosynthesis in Core Collapse Supernovae,2016,0,0,MPS,AS
1615585,109998,Collaborative Research: The Role of Spatial Interactions in Determining the Distribution of Savanna and Forest,2016,0,0,MPS,MS
1615586,480000,Mechanism and Specificity of DNA Repair Dealkylases,2016,0,0,BS,MCB
1615594,187127,Collaborative Research: Non-thermal Radio Halos of Spiral Galaxies as Clues to Galaxy Evolution,2016,0,0,MPS,AS
1615597,250050,III: Small: Collaborative Research: Structured Methods for Multi-Task Learning,2016,0,0,CISE,IIS
1615604,555205,High Resolution Observations of the Sunyaev-Zel'dovich Effect to Measure the Physics of Distant Clusters of Galaxies,2016,0,0,MPS,AS
1615607,503000,Development of biophysical principles of vehicle coating,2016,0,0,BS,MCB
1615612,499891,III: Small: Robust Algorithms for Multi-Task Learning of Spatio-Temporal Data,2016,0,0,CISE,IIS
1615616,151542,Inverse Problems for the Wave Equation,2016,0,0,MPS,MS
1615626,264646,How do Spore killers kill spores? Elucidating the mechanism of meiotic drive by spore killing in Neurospora fungi.,2016,0,0,BS,MCB
1615646,270000,Collaborative Research: From genotype to fluxome to a comprehensive kinetic model of Escherichia coli,2016,0,0,BS,MCB
1615647,62925,Collaborative Research: The Origin and Role fo Dense Molecular Gas in Star-Forming Galaxies,2016,0,0,MPS,AS
1615657,140095,On the Trail of the Most Massive Galaxy Clusters in the Observable Universe,2016,0,0,MPS,AS
1615660,350000,Mathematical Phylogenetics,2016,0,0,MPS,MS
1615661,241890,Collaborative Research: Fracture in Soft Organic Solids --- The Variational View,2016,0,0,MPS,MS
1615664,75855,COLLABORATIVE RESEARCH: Molecular Mechanisms Underpinning The Kin Selection Theory Of Intragenomic Conflict,2016,0,0,BS,MCB
1615677,439616,Quantitative analysis of local calcium release across cell types,2016,0,0,BS,MCB
1615679,100000,RI: Small: Collaborative Research: RUI: Batch Learning from Logged Bandit Feedback,2016,0,0,CISE,IIS
1615685,212189,Modeling the function and evolution of metabolic networks across hypersaline-adapted Archaea,2016,0,0,BS,MCB
1615688,349978,Charting the Structure of the Milky Way Stellar Halo and Disk,2016,0,0,MPS,AS
1615696,299932,TWC SBE: Small: Identifying Malicious Insiders through Mouse Cursor Movements,2016,0,0,SBES,DSES
1615697,328880,Robust Mathematical Models of Ecotoxicological Dynamics Subject to Stoichiometric Constraints,2016,0,0,MPS,MS
1615701,220000,High-resolution analyses of chromatin responses to DNA damage,2016,0,0,BS,MCB
1615706,399818,RI: Small: Collaborative Research: Batch Learning from Logged Bandit Feedback,2016,0,0,CISE,IIS
1615718,208916,New Directions in the Asymptotics of Nonlinear Waves,2016,0,0,MPS,MS
1615719,250567,GOALI: Predicting performance and fouling of membrane filters,2016,0,0,MPS,MS
1615723,355000,Mechanism of superinfection exclusion by an RNA virus,2016,0,0,BS,MCB
1615726,131625,Mathematical Analysis on Peridynamic Models,2016,0,0,MPS,MS
1615728,379574,"Collaborative Research: Dust, Gas, and Star Formation: Synthesizing 20 Years of Radio, Millimeter, and Infrared Surveys",2016,0,0,MPS,AS
1615730,269487,DEEPwinds: An In-Depth Census of Galactic Outflows at a Key Cosmic Era,2016,0,0,MPS,AS
1615731,309376,Repurposing the CRISPR-Cas9 system for dynamic control of cellular metabolism,2016,0,0,BS,MCB
1615737,234000,Robust spatiotemporal dynamics in multi-layer neuronal networks,2016,0,0,MPS,MS
1615752,350721,Cyanobacterial Circadian Clock Mechanism Probed by Pulse EPR,2016,0,0,BS,MCB
1615762,25000,Frontier Probability Days Conference,2016,0,0,MPS,MS
1615767,676071,Protein interactions regulate iron storage and utilization in bacteria,2016,0,0,BS,MCB
1615770,315488,RUI: Evolution of Bacterial Asparaginyl-tRNA Synthesis,2016,0,0,BS,MCB
1615774,284578,STARSS: Small: Design of Light-weight RRAM based Hardware Security Primitives for IoT devices,2016,0,0,CISE,CNS
1615782,331547,Control of G2 and Transition to Endocycles in the Plant Cell Cycle,2016,0,0,BS,MCB
1615789,239670,Development of Statistical Methods for Analyzing Whole Genome Bisulfite Sequencing Experiment Data to Identify Differentially Methylated Regions,2016,0,0,MPS,MS
1615796,162299,Probing Physical Conditions in Blazars (Active Galaxies) through Time-Dependent Optical Light,2016,0,0,MPS,AS
1615800,59038,Modeling Tissue Division Patterns and Loss of Cell Polarity in Cancer,2016,0,0,MPS,MS
1615804,103066,Evaluating the Fitness of a Pre-RNA World Polymer by Darwinian Evolution,2015,0,0,MPS,CHEM
1615807,729241,Dedicated Radio Imaging and Magnetic Field Measurements of the Sun,2016,0,0,MPS,AS
1615814,140023,Probing the Epoch of Reionization with the Brightest High-Redshift Quasars,2016,0,0,MPS,AS
1615815,1052560,Collaborative Research: Controls on along-strike variations in locked and creeping megathrust behavior at the Hikurangi convergent margin,2016,0,0,GEO,ES
1615820,430000,Remodeling of Pulmonary Cardiovascular Networks in the Presence of Hypertension,2016,0,0,MPS,MS
1615822,454850,RUI: Probing the Two Distinct Twin-Arginine Translocases of Acinetobacter baylyi,2016,0,0,BS,MCB
1615826,509999,Addressing the precision-plasticity paradox in metazoan gene regulatory networks,2016,0,0,BS,MCB
1615834,420000,SHF: Small: Program Analysis-based Makeover for HPC Application Resilience,2016,0,0,CISE,CCF
1615837,250234,NeTS: Small: Collaborative Research: Leveraging Personalized Internet Services to Combat Online Trolling,2016,0,0,CISE,CNS
1615838,384890,An Improved Accounting: Searching for Faint Dwarf Galaxies Beyond the Local Group,2016,0,0,MPS,AS
1615839,114965,Collaborative Research: Fracture in Soft Organic Solids -The Variational View,2016,0,0,MPS,MS
1615845,399732,AF: Small: Geometric Clustering and Covering: New Directions,2016,0,0,CISE,CCF
1615847,149638,A Coordinated Laboratory and Astronomical Study of the Seeds of Dust Formation in Giant and Supergiant Stars,2016,0,0,MPS,AS
1615848,370551,Collaborative Research: CDS&E: Renaissance Simulations Laboratory to Model and Explore the First Galaxies in the Universe,2016,0,0,MPS,AS
1615851,600000,Specific Interactions of the Ribosome with the Nascent Peptide,2016,0,0,BS,MCB
1615858,591839,Bacterial Membrane Integrity under Salt and Alkaline Stress,2016,0,0,BS,IOS
1615859,234997,OP: Collaborative Research: Nonlinear Theory of Slow Light,2016,0,0,MPS,MS
1615866,218000,Protein Interactions Underlying Mutagenic Translesion Synthesis in Yeast,2016,0,0,BS,MCB
1615874,300000,Regulation of motile cilia by (phyto)ceramide,2016,0,0,BS,MCB
1615879,193873,Dynamics and Applications of Cell Quota Based Plant-Pathogen Interaction Models,2016,0,0,MPS,MS
1615881,264447,Collaborative Research: Tidal Disruption of Stars in Galaxy Centers: Connecting Models to Observations,2016,0,0,MPS,AS
1615884,69483,Radio telescope computer software for detecting exotic astronomical sources that change with time,2016,0,0,MPS,AS
1615890,453413,TWC: Small: Time-Centric Modeling of Correct Behaviors for Efficient Non-intrusive Runtime Detection of Unauthorized System Actions,2016,0,0,CISE,CNS
1615891,320000,"CHS: Small: Collaborative Research: Teleoperation with Passive, Transparent Force Feedback for MR-Guided Interventions",2016,0,0,CISE,IIS
1615896,100000,Collaborative Research: Telomerase Regulation in Deep Branching Eukaryotes,2016,0,0,BS,MCB
1615897,736600,Diffusion of atoms and molecules on interstellar dust grain and ice analogs,2016,0,0,MPS,AS
1615907,672504,Cortical Microtubule Patterning in the Arabidopsis Hypocotyl,2016,0,0,BS,MCB
1615909,409978,Pattern Formation and Spatiotemporal Complex Dynamics in Extended Anisotropic Systems,2016,0,0,MPS,MS
1615916,659279,Modeling the processing of signaling cues by transcriptional networks during cell-fate choice,2016,0,0,BS,MCB
1615917,107112,Carbon monoxide in comets,2016,0,0,MPS,AS
1615921,365000,Random Structures and Integrable Systems: Analysis and Applications,2016,0,0,MPS,MS
1615938,972977,Mechanistic analysis of microtubule catastrophe,2016,0,0,BS,MCB
1615940,161419,"Collaborative Research: A Comprehensive Theoretical Study of Cosmic Magnetic Fields, their Origin, Evolution, and Signatures",2016,0,0,MPS,AS
1615944,71260,Some new approaches for the study of properties of viscosity solutions,2015,0,0,MPS,MS
1615946,687879,Molecular mechanisms of polymerase management,2016,0,0,BS,MCB
1615948,698164,NSF/MCB-BSF:Transfer of mRNA between cells through membrane nanotubes,2016,0,0,BS,MCB
1615952,247275,Grain Growth in Graphene: Novel Aspects in Two Dimensions,2016,0,0,MPS,MS
1615953,310155,Collaborative Research: Modeling the regulatory network of inositol phosphate signaling in plants,2016,0,0,BS,MCB
1615955,406729,CDS&E: The development of open-source software with an application to modeling the formation of globular star clusters,2016,0,0,MPS,AS
1615956,61676,Collaborative Research: Tracing the Evolution of Planetary Systems,2016,0,0,MPS,AS
1615960,348587,Collaborative Research: Changes in Molecular Gas and Galaxy Properties Over Time in the Era of Integral Field Unit Surveys,2016,0,0,MPS,AS
1615975,226735,Numerical Studies of the Dynamical Orbital Interplay between the Inner and Outer Planets,2016,0,0,MPS,AS
1615990,486891,Quantifying molecular and cellular constraints on protein function through in vivo fitness assays and computational protein design,2016,0,0,BS,MCB
1615991,805999,NSF-MCB/BSF Exploring Kinesin-5 Evolutionary Adaptations for Mitotic Spindle Dynamics,2016,0,0,BS,MCB
1615997,185667,Fundamental Tests of Large Scale Cosmology,2016,0,0,MPS,AS
1616008,428271,Investigation of Protein Dynamics on Multiple Timescales by Neutron Scattering and Molecular Dynamics Simulations,2016,0,0,BS,MCB
1616016,775399,Mechanisms of light regulated translation in chloroplasts,2016,0,0,BS,MCB
1616026,100544,A Study of Magnetic Fields in the Formation of Molecular Clouds and Stars,2016,0,0,MPS,AS
1616037,322744,Basis and Behavior of Cosmic Ray Feedback,2016,0,0,MPS,AS
1616038,186809,Collaborative Research: Modeling the regulatory network of inositol phosphate signaling in plants,2016,0,0,BS,MCB
1616040,79569,Probing Element Abundance Changes in Galactic Stars,2016,0,0,MPS,AS
1616042,317627,Detection of Fast Radio Bursts from Cosmic Radio Sources with Arecibo and the Green Bank Telescope,2016,0,0,MPS,AS
1616059,569460,Conduits and Control of KatG Intramolecular Electron Transfer: Formation and Operation of a Novel Cofactor,2016,0,0,BS,MCB
1616062,97933,Collaborative Research: International Buyer-Seller Matches,2015,0,0,SBES,DSES
1616064,312559,Dynamical Systems and Singular Perturbation Theory for Multiscale Reaction-Diffusion Systems,2016,0,0,MPS,MS
1616076,324394,COLLABORATIVE RESEARCH: Establishing the microtubule-actin crosstalk in the preprophase band by the rice kinesin OsKCH2,2016,0,0,BS,MCB
1616078,610000,Biogenesis and evolution of fungal telomerase RNA,2016,0,0,BS,MCB
1616081,725062,Dynamics of RNA Tertiary Structures using Photocaged Nucleotides,2016,0,0,BS,MCB
1616084,564909,Collaborative Research: A Survey for Multiplicity of Low-mass (Class M) Dwarf Stars,2016,0,0,MPS,AS
1616086,159769,The Planet Whisperer: Toward Characterizing Low-mass Planets from Doppler Surveys in the Presence of Stellar Activity,2016,0,0,MPS,AS
1616087,498878,NeTS: Small: Exploring the Design Space of Bandwidth Estimation Methods Using Packet Sequence Information,2016,0,0,CISE,CNS
1616088,24432,Collaborative Research: The Origin and Role of Dense Molecular Gas in Star-Forming Galaxies,2016,0,0,MPS,AS
1616089,15000,Supporting Student Participation at the 2016 ACM SIGPLAN Conference on Programming Language Design and Implementation,2016,0,0,CISE,CCF
1616093,674089,Radiation and Dehydration Resistance of Proteins,2016,0,0,BS,MCB
1616097,261290,Collaborative Research: Tracing the Evolution of Planetary Systems,2016,0,0,MPS,AS
1616101,603965,A 3-D View into the Connection and History of Galaxies and Active Galactic Nuclei,2016,0,0,MPS,AS
1616105,614790,Structure and mechanism of the red beta recombineering enzyme,2016,0,0,BS,MCB
1616111,856606,"Complete synthesis of designer eukaryotic genome, Sc2.0",2016,0,0,BS,MCB
1616112,450000,"RI: Small: Learning to Read, Ground, and Reason in Multimodal Text",2016,0,0,CISE,IIS
1616115,159323,"Occultations by Pluto, Triton and Large Trans-Neptunian Objects",2016,0,0,MPS,AS
1616122,240000,OP: Mathematical Analysis of Nonlinear Optics in Periodic and Complex Media,2016,0,0,MPS,MS
1616127,336040,Engineered Control of Cellular Aging,2016,0,0,BS,MCB
1616157,405000,Gamma-Ray Bursts and Magnetars: Astrophysical Connections and Probes of Fundamental Physics,2016,0,0,MPS,AS
1616168,163948,Quasars and Large Scale Structure: Gigaparsec-scale simulations confront Large Survey Data,2016,0,0,MPS,AS
1616171,41048,The Physics of Star Formation Feedback and Molecular Cloud Destruction,2016,0,0,MPS,AS
1616177,80709,A Study of Gas Flows and Structure Formation in the Milky Way,2016,0,0,MPS,AS
1616178,498780,What Controls Selenenic Acids? Understanding the Biochemistry of Selenocysteine,2016,0,0,BS,MCB
1616184,599001,Activation and specificity of USP7: uncovering the molecular mechanisms.,2016,0,0,BS,MCB
1616185,220411,RUI: Advanced Numerical Simulations of Black Hole Accretion,2016,0,0,MPS,AS
1616186,119300,RUI: Quartet-Based Approaches to Phylogenomics,2016,0,0,MPS,MS
1616195,325139,Consortium Study of Organic Matter in Mars Meteorites,2016,0,0,MPS,AS
1616196,50000,I-Corps Team: Transdermal alcohol sensor system for monitoring blood alcohol content,2016,0,0,ENG,IIP
1616197,227124,New Mathematical Methods for Fracture Evolution,2016,0,0,MPS,MS
1616199,267664,Collaborative Research: Changes in Molecular Gas and Galaxy Properties Over Time in the Era of Integral Field Unit Surveys,2016,0,0,MPS,AS
1616216,232523,Collaborative Research: Productivity Prediction of Microbial Cell Factories using Machine Learning and Knowledge Engineering,2016,0,0,BS,MCB
1616227,498577,CBASS-South: Completing the C-Band All Sky Survey for the Southern Skies,2016,0,0,MPS,AS
1616233,297855,Absolutely Robust Dose Responses in Biochemical Reaction Networks and Cellular Communication,2016,0,0,MPS,MS
1616234,249337,NeTS: Small: Collaborative Research: Leveraging Personalized Internet Services to Combat Online Trolling,2016,0,0,CISE,CNS
1616236,469465,Molecular Mechanisms of Stomatal Carbon Dioxide Signal Transduction in Plants,2016,0,0,BS,MCB
1616247,379695,The quantitative landscape of the mitotic checkpoint: from genes to function,2016,0,0,BS,MCB
1616248,415894,AF:SMALL:Sparse Geometric Graph Algorithms,2016,0,0,CISE,CCF
1616257,137145,COLLABORATIVE RESEARCH: Molecular Mechanisms Underpinning The Kin Selection Theory Of Intragenomic Conflict,2016,0,0,BS,MCB
1616265,828670,Reversible Amyloid-Like Fibrils in Membraneless Organelles,2016,0,0,BS,MCB
1616266,11356,Collaborative Research: Tracing the Evolution of Planetary Systems,2016,0,0,MPS,AS
